MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Age,LastRemod
75,RM,60,7200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,Fa,No,0,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,1,N,0,0,0,0,0,0,Missing,0,3,WD,Normal,101000,87,11
120,RL,44,6442,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,178,Gd,TA,PConc,Gd,Gd,Mn,24,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,2,Y,120,49,0,0,0,0,Missing,0,10,WD,Normal,202500,1,1
70,RM,50,10300,Pave,Missing,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,0,TA,TA,BrkTil,TA,TA,No,0,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,2,Y,12,11,0,0,0,0,GdPrv,0,4,WD,Normal,140000,89,60
60,RL,74.28041253,9375,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,573,TA,TA,PConc,Gd,TA,No,739,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,2,Y,420,36,0,0,0,0,GdPrv,0,2,WD,Normal,219500,12,11
60,RL,76,9591,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,344,Gd,TA,PConc,Ex,TA,Av,0,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,3,Y,192,151,0,0,0,0,Missing,0,10,WD,Normal,317000,3,2
20,RL,84.61783616,17673.5,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,287,TA,TA,CBlock,Gd,TA,Gd,912,0,1035,1947,GasA,TA,Y,SBrkr,2155.125,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,2,Y,301,0,0,0,0,0,Missing,0,7,WD,Normal,180000,40,21
20,RL,72,10665,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,167,Gd,TA,PConc,Gd,TA,Av,1013,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,2,Y,144,29,0,0,0,0,Missing,0,6,WD,Normal,226000,4,4
30,RM,47,4608,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,0,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,80000,65,60
50,RL,81,15593,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,0,Gd,TA,CBlock,TA,TA,No,603,0,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,2,Y,0,21,0,0,0,0,Missing,0,7,WD,Normal,225000,53,53
20,RL,95,13651,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,1115,TA,Gd,CBlock,Gd,TA,Gd,1780.625,0,343,2052,GasA,Ex,Y,SBrkr,2155.125,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,2,Y,300,0,0,0,0,0,Missing,0,2,WD,Normal,244000,34,34
20,RL,69,7599,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,0,TA,TA,CBlock,TA,TA,No,565,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,129500,25,1
60,RL,74,10141,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,40,TA,TA,PConc,Gd,TA,No,0,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,2,Y,0,94,0,0,0,0,Missing,0,12,WD,Normal,185000,11,11
20,RL,85,10200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,104,TA,TA,CBlock,TA,TA,No,320,0,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,2,Y,0,0,0,0,0,0,GdWo,0,5,WD,Normal,144900,56,7
50,RM,60,5790,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,0,Gd,Gd,CBlock,Fa,TA,No,0,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,1,TA,8,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,5,WD,Normal,107400,95,60
145,RM,21,1596,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,CBlock,Gd,TA,Gd,462,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,1,Y,120,101,0,0,0,0,GdWo,0,11,WD,Normal,91000,36,36
20,RL,66.26805745,8475,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,228,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,4,WD,Normal,135750,52,52
50,RM,50,8635,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,336,0,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,1,Y,0,0,0,0,0,0,MnPrv,0,1,WD,Normal,127000,60,7
90,RL,72,10778,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,0,0,1685.5,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,1,TA,8,Typ,0,0,Y,0,0,0,0,0,0,Missing,0,4,WD,Normal,136500,42,42
50,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,No,0,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,2,Y,74,0,0,0,0,0,MnPrv,0,5,WD,Normal,110000,99,28
60,RL,100,13000,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,576,TA,Gd,CBlock,Gd,TA,No,448,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,1,Y,0,72,0,0,0,0,Missing,0,6,WD,Normal,193500,41,41
120,RM,32,4500,Pave,Missing,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,443,TA,Gd,PConc,Ex,Gd,No,1201,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,2,Y,0,170,0,0,0,0,Missing,0,3,WD,Normal,153500,8,8
20,RL,78,10206,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,468,TA,TA,PConc,Gd,TA,No,33,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,3,Y,144,99,0,0,0,0,Missing,0,10,WD,Normal,245000,1,1
20,RL,80,8892,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,66,TA,TA,CBlock,TA,TA,No,0,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,2,Y,74,0,0,0,0,0,Missing,0,7,COD,Normal,126500,47,47
80,RL,65.06808531,8530,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,22,TA,TA,PConc,Gd,TA,No,0,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,2,Y,120,72,0,0,0,0,Missing,0,5,WD,Normal,168500,14,13
60,RL,121,16059,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,284,Gd,TA,CBlock,Gd,TA,No,0,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,2,Y,127,82,0,0,0,0,Missing,0,4,WD,Normal,260000,15,14
60,RL,122,11911,Pave,Missing,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,0,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,2,Y,100,38,0,0,0,0,Missing,0,3,WD,Normal,174000,4,4
145,FV,40,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,76,Gd,TA,PConc,Gd,TA,Av,0,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,2,Y,0,170,0,0,0,0,Missing,0,6,New,Partial,164500,0,0
50,C (all),105,8470,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,3.5,Hip,CompShg,Plywood,Plywood,0,Fa,Fa,CBlock,TA,Fa,No,0,0,1013,1013,GasA,TA,N,SBrkr,1013,0,0,1526,0,0,1,0,2,1,Fa,6,Typ,0,0,N,0,0,0,0,0,0,MnPrv,0,10,ConLD,Abnorml,85000,94,27
20,RL,60,8070,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,588,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,0,Y,0,0,0,0,0,0,Missing,0,8,WD,Normal,123600,13,12
20,RL,60,7200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,Slab,Missing,Missing,Missing,0,0,0,42,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,2,Y,0,29,0,0,0,0,Missing,0,7,WD,Normal,109900,56,56
20,RL,85,8500,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.5,Hip,CompShg,HdBoard,HdBoard,203,TA,TA,CBlock,TA,TA,No,600,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,2,Y,0,0,0,0,0,0,GdWo,0,12,WD,Abnorml,98600,45,45
30,RL,80,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,Gd,BrkTil,Gd,TA,No,713,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,8,WD,Normal,163500,88,3
145,C (all),60,7200,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,Fa,Mn,1046,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,0,2,0,4,1,TA,9,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,11,WD,Normal,133900,97,9
60,RL,69,9337,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,PConc,Gd,TA,No,648,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,2,Y,0,162,0,0,0,0,Missing,0,5,WD,Normal,204750,10,10
60,RL,65.81993918,9765,Pave,Missing,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7.5,Gable,CompShg,VinylSd,VinylSd,68,Ex,Gd,PConc,Gd,Gd,No,310,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,2,Y,232,63,0,0,0,0,Missing,0,4,WD,Normal,185000,16,16
20,RL,78,10264,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,183,Gd,TA,PConc,Gd,TA,Av,1162,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,2,Y,158,29,0,0,0,0,Missing,0,8,WD,Normal,214000,7,7
20,RL,73,10921,Pave,Missing,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,48,TA,TA,CBlock,TA,TA,No,520,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,1,P,120,0,0,0,0,0,Missing,0,5,WD,Normal,94750,42,42
30,RL,85,10625,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,108,0,350,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,5,COD,Abnorml,83000,90,60
20,RL,77,9320,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,569,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,0,Y,352,0,0,0,0,0,Missing,0,1,WD,Normal,128950,51,51
20,RL,80.95437074,10603,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,28,TA,TA,PConc,TA,TA,Mn,1200,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,2,Y,168,68,0,0,0,0,Missing,0,2,WD,Normal,205000,33,9
60,RL,77,9206,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,336,Gd,TA,CBlock,Gd,TA,No,0,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,2,Y,192,46,0,0,0,0,Missing,0,6,WD,Normal,178000,25,25
90,RL,64,7018,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0,TA,Fa,Slab,Missing,Missing,Missing,0,0,0,42,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,1,TA,8,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,6,WD,Alloca,118964,30,30
20,RL,94,10402,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,0,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,3,Y,0,36,0,0,0,0,Missing,0,5,WD,Normal,198900,1,1
50,RM,72.78052494,7758,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,600,TA,Fa,PConc,TA,TA,No,224,0,816,1040,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,1,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,169500,76,57
60,FV,75,9375,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,768,Gd,TA,PConc,Ex,TA,No,0,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,2,Y,140,45,0,0,0,0,Missing,0,8,WD,Normal,250000,5,4
30,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,0,TA,TA,BrkTil,Fa,TA,No,0,0,641,641,GasA,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,1,N,0,0,0,0,0,0,Missing,0,8,WD,Normal,100000,122,12
20,RM,50,6000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,104,0,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,4,WD,Partial,115000,60,58
50,RM,85,8500,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,0,TA,TA,CBlock,TA,TA,No,0,0,793,793,GasW,TA,N,FuseF,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,0,N,0,0,0,0,0,0,Missing,0,8,WD,Normal,115000,88,2
20,RL,105,11751,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,480,TA,TA,CBlock,Gd,TA,No,705,0,1139,1844,GasA,Ex,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,2,Y,0,122,0,0,0,0,MnPrv,0,1,COD,Normal,190000,33,33
50,RL,75,9525,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,Fa,No,444,0,550,994,GasA,Gd,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,1,Y,182,0,0,0,0,0,Missing,0,10,WD,Normal,136900,52,34
80,RL,67.73859158,7750,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,250,0,134,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,2,Y,180,0,0,0,0,0,Missing,0,4,WD,Normal,180000,10,10
60,RL,77,9965,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,220,Gd,TA,PConc,Ex,TA,Av,984,0,280,1264,GasA,Ex,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,3,Y,120,170,0,0,0,0,Missing,0,10,New,Partial,383970,0,0
20,RL,98.80173743,17673.5,Pave,Missing,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,184,TA,Gd,CBlock,Gd,TA,Mn,35,0,905,1809,GasA,TA,Y,SBrkr,2155.125,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,2,Y,166,120,0,0,0,0,MnPrv,0,10,COD,Abnorml,217000,54,54
70,RL,61,7259,Pave,Missing,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7.5,Gambrel,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,774,0,104,1028,GasA,Ex,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,1,Y,224,0,0,0,0,0,MnPrv,0,7,WD,Normal,259500,62,5
145,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,1129,TA,TA,PConc,Gd,TA,No,419,0,310,729,GasA,Gd,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,2,Y,0,32,0,0,0,0,Missing,0,6,WD,Normal,176000,8,8
20,RL,72.82581576,11616,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,116,TA,TA,CBlock,TA,TA,No,170,0,252,1092,GasA,TA,Y,SBrkr,1092,0,0,1092,0,0,1,0,3,1,TA,6,Typ,1,1,Y,0,20,0,0,0,0,Missing,0,9,WD,Normal,139000,47,47
20,RL,74,8536,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,0,0,1125,1125,GasA,Gd,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,2,Y,80,64,0,0,0,0,Missing,0,4,New,Partial,155000,1,0
60,RL,90,12376,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,0,TA,TA,PConc,Gd,TA,Mn,1470,0,203,1673,GasA,Gd,Y,SBrkr,1699,1523,0,2747.625,1,0,3,0,4.5,1,Gd,10,Typ,2,3,Y,367,0,0,0,0,0,Missing,0,5,WD,Normal,320000,20,20
60,RL,65,8461,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,0,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,2,Y,0,24,0,0,0,0,Missing,0,7,New,Partial,163990,1,0
80,RL,78.30547198,17673.5,Pave,Missing,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,Flat,Metal,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,Gd,938,0,0,938,GasA,Ex,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,2,Y,0,130,0,0,0,0,Missing,0,10,WD,Normal,180000,37,37
50,RM,50,6060,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,PConc,TA,TA,No,0,0,732,732,GasA,Gd,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,1,P,0,0,0,0,0,0,MnPrv,0,6,WD,Normal,100000,68,57
20,RL,75,9464,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,MetalSd,MetalSd,135,TA,Gd,CBlock,TA,TA,No,570,0,510,1080,GasA,Gd,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,136000,50,50
120,RL,55,7892,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,0,Gd,TA,PConc,Gd,TA,No,300,0,899,1199,GasA,Ex,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,2,Y,0,63,0,0,0,0,Missing,0,3,WD,Normal,153900,15,15
20,RL,48,17043,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,0,TA,Gd,CBlock,Gd,Fa,No,0,0,1362,1362,GasA,TA,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,2,Y,192,0,0,0,0,0,Missing,0,1,WD,Normal,181000,30,11
